municipality,equipment_id,equipment_name,demand,allocated,priority_score,cost
Aurangabad,E009,Hydraulic Waste Loader,1,1,4.3,1500000
Srinagar,E009,Hydraulic Waste Loader,1,1,4.25,1500000
Amritsar,E009,Hydraulic Waste Loader,1,1,4.2,1500000
Ranchi,E009,Hydraulic Waste Loader,1,1,4.2,1500000
Raipur,E009,Hydraulic Waste Loader,1,1,4.15,1500000
Bhubaneswar,E009,Hydraulic Waste Loader,1,1,4.1,1500000
Jodhpur,E009,Hydraulic Waste Loader,1,1,4.1,1500000
Mysuru,E009,Hydraulic Waste Loader,1,1,4.1,1500000
Vijayawada,E009,Hydraulic Waste Loader,1,1,4.1,1500000
Gwalior,E009,Hydraulic Waste Loader,1,1,4.05,1500000
Kochi,E009,Hydraulic Waste Loader,1,1,3.98,1500000
Guwahati,E009,Hydraulic Waste Loader,1,1,3.95,1500000
Hubli,E009,Hydraulic Waste Loader,1,1,3.95,1500000
Dehradun,E009,Hydraulic Waste Loader,1,1,3.85,1500000
Siliguri,E009,Hydraulic Waste Loader,1,1,3.7,1500000
Udaipur,E009,Hydraulic Waste Loader,1,1,3.6,1500000
Durgapur,E009,Hydraulic Waste Loader,1,1,3.58,1500000
Tirupati,E009,Hydraulic Waste Loader,1,1,2.45,1500000
Kharagpur,E009,Hydraulic Waste Loader,1,1,2.3,1500000
Malda,E009,Hydraulic Waste Loader,1,1,2.25,1500000
Shimla,E009,Hydraulic Waste Loader,1,1,2.25,1500000
Haldia,E009,Hydraulic Waste Loader,1,1,2.2,1500000
Panaji,E009,Hydraulic Waste Loader,1,1,2.15,1500000
Delhi,E010,Transfer Station Container,19,9,43.0,8100000
Mumbai,E010,Transfer Station Container,13,6,30.5,5400000
Bengaluru,E010,Transfer Station Container,10,5,23.4,4500000
Chennai,E010,Transfer Station Container,9,4,21.1,3600000
Hyderabad,E010,Transfer Station Container,8,4,19.8,3600000
Ahmedabad,E010,Transfer Station Container,6,3,16.6,2700000
Kolkata,E010,Transfer Station Container,7,3,16.5,2700000
Surat,E010,Transfer Station Container,4,2,11.6,1800000
Pune,E010,Transfer Station Container,4,2,10.9,1800000
Lucknow,E010,Transfer Station Container,3,2,9.3,1800000
Jaipur,E010,Transfer Station Container,3,2,9.1,1800000
Kanpur,E010,Transfer Station Container,3,2,8.8,1800000
Nagpur,E010,Transfer Station Container,2,2,7.4,1800000
Indore,E010,Transfer Station Container,2,1,7.2,900000
Patna,E010,Transfer Station Container,2,1,7.1,900000
Coimbatore,E010,Transfer Station Container,2,1,7.1,900000
Visakhapatnam,E010,Transfer Station Container,2,1,7.0,900000
Thane,E010,Transfer Station Container,2,1,6.9,900000
Ludhiana,E010,Transfer Station Container,2,1,6.8,900000
Faridabad,E010,Transfer Station Container,2,1,6.7,900000
Nashik,E010,Transfer Station Container,2,1,5.7,900000
Agra,E010,Transfer Station Container,2,1,5.7,900000
Asansol,E010,Transfer Station Container,1,1,5.2,900000
Howrah,E010,Transfer Station Container,1,1,5.1,900000
Madurai,E010,Transfer Station Container,1,1,4.5,900000
Varanasi,E010,Transfer Station Container,1,1,4.4,900000
Jabalpur,E010,Transfer Station Container,1,1,4.3,900000
Aurangabad,E010,Transfer Station Container,1,1,4.3,900000
Srinagar,E010,Transfer Station Container,1,1,4.25,900000
Amritsar,E010,Transfer Station Container,1,1,4.2,900000
Ranchi,E010,Transfer Station Container,1,1,4.2,900000
Raipur,E010,Transfer Station Container,1,1,4.15,900000
Bhubaneswar,E010,Transfer Station Container,1,1,4.1,900000
Jodhpur,E010,Transfer Station Container,1,1,4.1,900000
Mysuru,E010,Transfer Station Container,1,1,4.1,900000
Vijayawada,E010,Transfer Station Container,1,1,4.1,900000
Gwalior,E010,Transfer Station Container,1,1,4.05,900000
Kochi,E010,Transfer Station Container,1,1,3.98,900000
Guwahati,E010,Transfer Station Container,1,1,3.95,900000
Hubli,E010,Transfer Station Container,1,1,3.95,900000
Dehradun,E010,Transfer Station Container,1,1,3.85,900000
Siliguri,E010,Transfer Station Container,1,1,3.7,900000
Udaipur,E010,Transfer Station Container,1,1,3.6,900000
Durgapur,E010,Transfer Station Container,1,1,3.58,900000
Tirupati,E010,Transfer Station Container,1,0,2.45,0
Kharagpur,E010,Transfer Station Container,1,0,2.3,0
Malda,E010,Transfer Station Container,1,0,2.25,0
Shimla,E010,Transfer Station Container,1,0,2.25,0
Haldia,E010,Transfer Station Container,1,0,2.2,0
Panaji,E010,Transfer Station Container,1,0,2.15,0
Delhi,E011,Plastic Baler Machine,17,10,41.0,7500000
Mumbai,E011,Plastic Baler Machine,11,7,28.5,5250000
Bengaluru,E011,Plastic Baler Machine,8,5,21.4,3750000
Chennai,E011,Plastic Baler Machine,8,5,20.1,3750000
Hyderabad,E011,Plastic Baler Machine,7,5,18.8,3750000
Ahmedabad,E011,Plastic Baler Machine,6,4,16.6,3000000
Kolkata,E011,Plastic Baler Machine,6,4,15.5,3000000
Surat,E011,Plastic Baler Machine,4,3,11.6,2250000
Pune,E011,Plastic Baler Machine,4,3,10.9,2250000
Lucknow,E011,Plastic Baler Machine,3,2,9.3,1500000
Jaipur,E011,Plastic Baler Machine,2,2,8.1,1500000
Kanpur,E011,Plastic Baler Machine,2,2,7.8,1500000
Nagpur,E011,Plastic Baler Machine,2,2,7.4,1500000
Indore,E011,Plastic Baler Machine,2,2,7.2,1500000
Patna,E011,Plastic Baler Machine,2,2,7.1,1500000
Coimbatore,E011,Plastic Baler Machine,2,2,7.1,1500000
Visakhapatnam,E011,Plastic Baler Machine,2,2,7.0,1500000
Thane,E011,Plastic Baler Machine,2,2,6.9,1500000
Ludhiana,E011,Plastic Baler Machine,1,1,5.8,750000
Faridabad,E011,Plastic Baler Machine,1,1,5.7,750000
Asansol,E011,Plastic Baler Machine,1,1,5.2,750000
Howrah,E011,Plastic Baler Machine,1,1,5.1,750000
Nashik,E011,Plastic Baler Machine,1,1,4.7,750000
Agra,E011,Plastic Baler Machine,1,1,4.7,750000
Madurai,E011,Plastic Baler Machine,1,1,4.5,750000
Varanasi,E011,Plastic Baler Machine,1,1,4.4,750000
Jabalpur,E011,Plastic Baler Machine,1,1,4.3,750000
Aurangabad,E011,Plastic Baler Machine,1,1,4.3,750000
Srinagar,E011,Plastic Baler Machine,1,1,4.25,750000
Amritsar,E011,Plastic Baler Machine,1,1,4.2,750000
Ranchi,E011,Plastic Baler Machine,1,1,4.2,750000
Raipur,E011,Plastic Baler Machine,1,1,4.15,750000
Bhubaneswar,E011,Plastic Baler Machine,1,1,4.1,750000
Jodhpur,E011,Plastic Baler Machine,1,1,4.1,750000
Mysuru,E011,Plastic Baler Machine,1,1,4.1,750000
Vijayawada,E011,Plastic Baler Machine,1,1,4.1,750000
Gwalior,E011,Plastic Baler Machine,1,1,4.05,750000
Kochi,E011,Plastic Baler Machine,1,1,3.98,750000
Guwahati,E011,Plastic Baler Machine,1,1,3.95,750000
Hubli,E011,Plastic Baler Machine,1,1,3.95,750000
Dehradun,E011,Plastic Baler Machine,1,1,3.85,750000
Siliguri,E011,Plastic Baler Machine,1,1,3.7,750000
Udaipur,E011,Plastic Baler Machine,1,1,3.6,750000
Durgapur,E011,Plastic Baler Machine,1,1,3.58,750000
Tirupati,E011,Plastic Baler Machine,1,1,2.45,750000
Kharagpur,E011,Plastic Baler Machine,1,1,2.3,750000
Malda,E011,Plastic Baler Machine,1,1,2.25,750000
Shimla,E011,Plastic Baler Machine,1,1,2.25,750000
Haldia,E011,Plastic Baler Machine,1,1,2.2,750000
Panaji,E011,Plastic Baler Machine,1,1,2.15,750000
Delhi,E012,Organic Waste Shredder,19,11,43.0,7150000
Mumbai,E012,Organic Waste Shredder,13,8,30.5,5200000
Bengaluru,E012,Organic Waste Shredder,10,6,23.4,3900000
Chennai,E012,Organic Waste Shredder,9,5,21.1,3250000
Hyderabad,E012,Organic Waste Shredder,8,5,19.8,3250000
Ahmedabad,E012,Organic Waste Shredder,6,4,16.6,2600000
Kolkata,E012,Organic Waste Shredder,7,4,16.5,2600000
Surat,E012,Organic Waste Shredder,4,3,11.6,1950000
Pune,E012,Organic Waste Shredder,4,3,10.9,1950000
Lucknow,E012,Organic Waste Shredder,3,2,9.3,1300000
Jaipur,E012,Organic Waste Shredder,3,2,9.1,1300000
Kanpur,E012,Organic Waste Shredder,3,2,8.8,1300000
Nagpur,E012,Organic Waste Shredder,2,2,7.4,1300000
Indore,E012,Organic Waste Shredder,2,2,7.2,1300000
Patna,E012,Organic Waste Shredder,2,2,7.1,1300000
Coimbatore,E012,Organic Waste Shredder,2,2,7.1,1300000
Visakhapatnam,E012,Organic Waste Shredder,2,2,7.0,1300000
Thane,E012,Organic Waste Shredder,2,2,6.9,1300000
Ludhiana,E012,Organic Waste Shredder,2,2,6.8,1300000
Faridabad,E012,Organic Waste Shredder,2,2,6.7,1300000
Nashik,E012,Organic Waste Shredder,2,1,5.7,650000
Agra,E012,Organic Waste Shredder,2,1,5.7,650000
Asansol,E012,Organic Waste Shredder,1,1,5.2,650000
Howrah,E012,Organic Waste Shredder,1,1,5.1,650000
Madurai,E012,Organic Waste Shredder,1,1,4.5,650000
Varanasi,E012,Organic Waste Shredder,1,1,4.4,650000
Jabalpur,E012,Organic Waste Shredder,1,1,4.3,650000
Aurangabad,E012,Organic Waste Shredder,1,1,4.3,650000
Srinagar,E012,Organic Waste Shredder,1,1,4.25,650000
Amritsar,E012,Organic Waste Shredder,1,1,4.2,650000
Ranchi,E012,Organic Waste Shredder,1,1,4.2,650000
Raipur,E012,Organic Waste Shredder,1,1,4.15,650000
Bhubaneswar,E012,Organic Waste Shredder,1,1,4.1,650000
Jodhpur,E012,Organic Waste Shredder,1,1,4.1,650000
Mysuru,E012,Organic Waste Shredder,1,1,4.1,650000
Vijayawada,E012,Organic Waste Shredder,1,1,4.1,650000
Gwalior,E012,Organic Waste Shredder,1,1,4.05,650000
Kochi,E012,Organic Waste Shredder,1,1,3.98,650000
Guwahati,E012,Organic Waste Shredder,1,1,3.95,650000
Hubli,E012,Organic Waste Shredder,1,1,3.95,650000
Dehradun,E012,Organic Waste Shredder,1,1,3.85,650000
Siliguri,E012,Organic Waste Shredder,1,1,3.7,650000
Udaipur,E012,Organic Waste Shredder,1,1,3.6,650000
Durgapur,E012,Organic Waste Shredder,1,1,3.58,650000
Tirupati,E012,Organic Waste Shredder,1,1,2.45,650000
Kharagpur,E012,Organic Waste Shredder,1,1,2.3,650000
Malda,E012,Organic Waste Shredder,1,1,2.25,650000
Shimla,E012,Organic Waste Shredder,1,1,2.25,650000
Haldia,E012,Organic Waste Shredder,1,1,2.2,650000
Panaji,E012,Organic Waste Shredder,1,1,2.15,650000
Delhi,E013,Bio Waste Composting Machine,19,8,43.0,7200000
Mumbai,E013,Bio Waste Composting Machine,13,5,30.5,4500000
Bengaluru,E013,Bio Waste Composting Machine,10,4,23.4,3600000
Chennai,E013,Bio Waste Composting Machine,9,4,21.1,3600000
Hyderabad,E013,Bio Waste Composting Machine,8,4,19.8,3600000
Ahmedabad,E013,Bio Waste Composting Machine,6,3,16.6,2700000
Kolkata,E013,Bio Waste Composting Machine,7,3,16.5,2700000
Surat,E013,Bio Waste Composting Machine,4,2,11.6,1800000
Pune,E013,Bio Waste Composting Machine,4,2,10.9,1800000
Lucknow,E013,Bio Waste Composting Machine,3,2,9.3,1800000
Jaipur,E013,Bio Waste Composting Machine,3,2,9.1,1800000
Kanpur,E013,Bio Waste Composting Machine,3,2,8.8,1800000
Nagpur,E013,Bio Waste Composting Machine,2,1,7.4,900000
Indore,E013,Bio Waste Composting Machine,2,1,7.2,900000
Patna,E013,Bio Waste Composting Machine,2,1,7.1,900000
Coimbatore,E013,Bio Waste Composting Machine,2,1,7.1,900000
Visakhapatnam,E013,Bio Waste Composting Machine,2,1,7.0,900000
Thane,E013,Bio Waste Composting Machine,2,1,6.9,900000
Ludhiana,E013,Bio Waste Composting Machine,2,1,6.8,900000
Faridabad,E013,Bio Waste Composting Machine,2,1,6.7,900000
Nashik,E013,Bio Waste Composting Machine,2,1,5.7,900000
Agra,E013,Bio Waste Composting Machine,2,1,5.7,900000
Asansol,E013,Bio Waste Composting Machine,1,1,5.2,900000
Howrah,E013,Bio Waste Composting Machine,1,1,5.1,900000
Madurai,E013,Bio Waste Composting Machine,1,1,4.5,900000
Varanasi,E013,Bio Waste Composting Machine,1,1,4.4,900000
Jabalpur,E013,Bio Waste Composting Machine,1,1,4.3,900000
Aurangabad,E013,Bio Waste Composting Machine,1,1,4.3,900000
Srinagar,E013,Bio Waste Composting Machine,1,1,4.25,900000
Amritsar,E013,Bio Waste Composting Machine,1,1,4.2,900000
Ranchi,E013,Bio Waste Composting Machine,1,1,4.2,900000
Raipur,E013,Bio Waste Composting Machine,1,1,4.15,900000
Bhubaneswar,E013,Bio Waste Composting Machine,1,1,4.1,900000
Jodhpur,E013,Bio Waste Composting Machine,1,1,4.1,900000
Mysuru,E013,Bio Waste Composting Machine,1,1,4.1,900000
Vijayawada,E013,Bio Waste Composting Machine,1,1,4.1,900000
Gwalior,E013,Bio Waste Composting Machine,1,1,4.05,900000
Kochi,E013,Bio Waste Composting Machine,1,1,3.98,900000
Guwahati,E013,Bio Waste Composting Machine,1,1,3.95,900000
Hubli,E013,Bio Waste Composting Machine,1,1,3.95,900000
Dehradun,E013,Bio Waste Composting Machine,1,1,3.85,900000
Siliguri,E013,Bio Waste Composting Machine,1,1,3.7,900000
Udaipur,E013,Bio Waste Composting Machine,1,1,3.6,900000
Durgapur,E013,Bio Waste Composting Machine,1,1,3.58,900000
Tirupati,E013,Bio Waste Composting Machine,1,0,2.45,0
Kharagpur,E013,Bio Waste Composting Machine,1,0,2.3,0
Malda,E013,Bio Waste Composting Machine,1,0,2.25,0
Shimla,E013,Bio Waste Composting Machine,1,0,2.25,0
Haldia,E013,Bio Waste Composting Machine,1,0,2.2,0
Panaji,E013,Bio Waste Composting Machine,1,0,2.15,0
Delhi,E014,Portable Garbage Bin Set,17,17,41.0,255000
Mumbai,E014,Portable Garbage Bin Set,11,11,28.5,165000
Bengaluru,E014,Portable Garbage Bin Set,8,8,21.4,120000
Chennai,E014,Portable Garbage Bin Set,8,8,20.1,120000
Hyderabad,E014,Portable Garbage Bin Set,7,7,18.8,105000
Ahmedabad,E014,Portable Garbage Bin Set,6,6,16.6,90000
Kolkata,E014,Portable Garbage Bin Set,6,6,15.5,90000
Surat,E014,Portable Garbage Bin Set,4,4,11.6,60000
Pune,E014,Portable Garbage Bin Set,4,4,10.9,60000
Lucknow,E014,Portable Garbage Bin Set,3,3,9.3,45000
Jaipur,E014,Portable Garbage Bin Set,2,2,8.1,30000
Kanpur,E014,Portable Garbage Bin Set,2,2,7.8,30000
Nagpur,E014,Portable Garbage Bin Set,2,2,7.4,30000
Indore,E014,Portable Garbage Bin Set,2,2,7.2,30000
Patna,E014,Portable Garbage Bin Set,2,2,7.1,30000
Coimbatore,E014,Portable Garbage Bin Set,2,2,7.1,30000
Visakhapatnam,E014,Portable Garbage Bin Set,2,2,7.0,30000
Thane,E014,Portable Garbage Bin Set,2,2,6.9,30000
Ludhiana,E014,Portable Garbage Bin Set,1,1,5.8,15000
Faridabad,E014,Portable Garbage Bin Set,1,1,5.7,15000
Asansol,E014,Portable Garbage Bin Set,1,1,5.2,15000
Howrah,E014,Portable Garbage Bin Set,1,1,5.1,15000
Nashik,E014,Portable Garbage Bin Set,1,1,4.7,15000
Agra,E014,Portable Garbage Bin Set,1,1,4.7,15000
Madurai,E014,Portable Garbage Bin Set,1,1,4.5,15000
Varanasi,E014,Portable Garbage Bin Set,1,1,4.4,15000
Jabalpur,E014,Portable Garbage Bin Set,1,1,4.3,15000
Aurangabad,E014,Portable Garbage Bin Set,1,1,4.3,15000
Srinagar,E014,Portable Garbage Bin Set,1,1,4.25,15000
Amritsar,E014,Portable Garbage Bin Set,1,1,4.2,15000
Ranchi,E014,Portable Garbage Bin Set,1,1,4.2,15000
Raipur,E014,Portable Garbage Bin Set,1,1,4.15,15000
Bhubaneswar,E014,Portable Garbage Bin Set,1,1,4.1,15000
Jodhpur,E014,Portable Garbage Bin Set,1,1,4.1,15000
Mysuru,E014,Portable Garbage Bin Set,1,1,4.1,15000
Vijayawada,E014,Portable Garbage Bin Set,1,1,4.1,15000
Gwalior,E014,Portable Garbage Bin Set,1,1,4.05,15000
Kochi,E014,Portable Garbage Bin Set,1,1,3.98,15000
Guwahati,E014,Portable Garbage Bin Set,1,1,3.95,15000
Hubli,E014,Portable Garbage Bin Set,1,1,3.95,15000
Dehradun,E014,Portable Garbage Bin Set,1,1,3.85,15000
Siliguri,E014,Portable Garbage Bin Set,1,1,3.7,15000
Udaipur,E014,Portable Garbage Bin Set,1,1,3.6,15000
Durgapur,E014,Portable Garbage Bin Set,1,1,3.58,15000
Tirupati,E014,Portable Garbage Bin Set,1,1,2.45,15000
Kharagpur,E014,Portable Garbage Bin Set,1,1,2.3,15000
Malda,E014,Portable Garbage Bin Set,1,1,2.25,15000
Shimla,E014,Portable Garbage Bin Set,1,1,2.25,15000
Haldia,E014,Portable Garbage Bin Set,1,1,2.2,15000
Panaji,E014,Portable Garbage Bin Set,1,1,2.15,15000
Delhi,E015,Skid Steer Loader,19,9,43.0,18900000
Mumbai,E015,Skid Steer Loader,13,7,30.5,14700000
Bengaluru,E015,Skid Steer Loader,10,5,23.4,10500000
Chennai,E015,Skid Steer Loader,9,5,21.1,10500000
Hyderabad,E015,Skid Steer Loader,8,4,19.8,8400000
Ahmedabad,E015,Skid Steer Loader,6,4,16.6,8400000
Kolkata,E015,Skid Steer Loader,7,4,16.5,8400000
Surat,E015,Skid Steer Loader,4,3,11.6,6300000
Pune,E015,Skid Steer Loader,4,2,10.9,4200000
Lucknow,E015,Skid Steer Loader,3,2,9.3,4200000
Jaipur,E015,Skid Steer Loader,3,2,9.1,4200000
Kanpur,E015,Skid Steer Loader,3,2,8.8,4200000
Nagpur,E015,Skid Steer Loader,2,2,7.4,4200000
Indore,E015,Skid Steer Loader,2,2,7.2,4200000
Patna,E015,Skid Steer Loader,2,2,7.1,4200000
Coimbatore,E015,Skid Steer Loader,2,2,7.1,4200000
Visakhapatnam,E015,Skid Steer Loader,2,2,7.0,4200000
Thane,E015,Skid Steer Loader,2,1,6.9,2100000
Ludhiana,E015,Skid Steer Loader,2,1,6.8,2100000
Faridabad,E015,Skid Steer Loader,2,1,6.7,2100000
Nashik,E015,Skid Steer Loader,2,1,5.7,2100000
Agra,E015,Skid Steer Loader,2,1,5.7,2100000
Asansol,E015,Skid Steer Loader,1,1,5.2,2100000
Howrah,E015,Skid Steer Loader,1,1,5.1,2100000
Madurai,E015,Skid Steer Loader,1,1,4.5,2100000
Varanasi,E015,Skid Steer Loader,1,1,4.4,2100000
Jabalpur,E015,Skid Steer Loader,1,1,4.3,2100000
Aurangabad,E015,Skid Steer Loader,1,1,4.3,2100000
Srinagar,E015,Skid Steer Loader,1,1,4.25,2100000
Amritsar,E015,Skid Steer Loader,1,1,4.2,2100000
Ranchi,E015,Skid Steer Loader,1,1,4.2,2100000
Raipur,E015,Skid Steer Loader,1,1,4.15,2100000
Bhubaneswar,E015,Skid Steer Loader,1,1,4.1,2100000
Jodhpur,E015,Skid Steer Loader,1,1,4.1,2100000
Mysuru,E015,Skid Steer Loader,1,1,4.1,2100000
Vijayawada,E015,Skid Steer Loader,1,1,4.1,2100000
Gwalior,E015,Skid Steer Loader,1,1,4.05,2100000
Kochi,E015,Skid Steer Loader,1,1,3.98,2100000
Guwahati,E015,Skid Steer Loader,1,1,3.95,2100000
Hubli,E015,Skid Steer Loader,1,1,3.95,2100000
Dehradun,E015,Skid Steer Loader,1,1,3.85,2100000
Siliguri,E015,Skid Steer Loader,1,1,3.7,2100000
Udaipur,E015,Skid Steer Loader,1,1,3.6,2100000
Durgapur,E015,Skid Steer Loader,1,1,3.58,2100000
Tirupati,E015,Skid Steer Loader,1,1,2.45,2100000
Kharagpur,E015,Skid Steer Loader,1,0,2.3,0
Malda,E015,Skid Steer Loader,1,0,2.25,0
Shimla,E015,Skid Steer Loader,1,0,2.25,0
Haldia,E015,Skid Steer Loader,1,0,2.2,0
Panaji,E015,Skid Steer Loader,1,0,2.15,0
Delhi,E016,Waste Conveyor Belt Unit,17,14,41.0,7000000
Mumbai,E016,Waste Conveyor Belt Unit,11,10,28.5,5000000
Bengaluru,E016,Waste Conveyor Belt Unit,8,7,21.4,3500000
Chennai,E016,Waste Conveyor Belt Unit,8,7,20.1,3500000
Hyderabad,E016,Waste Conveyor Belt Unit,7,6,18.8,3000000
Ahmedabad,E016,Waste Conveyor Belt Unit,6,6,16.6,3000000
Kolkata,E016,Waste Conveyor Belt Unit,6,5,15.5,2500000
Surat,E016,Waste Conveyor Belt Unit,4,4,11.6,2000000
Pune,E016,Waste Conveyor Belt Unit,4,4,10.9,2000000
Lucknow,E016,Waste Conveyor Belt Unit,3,3,9.3,1500000
Jaipur,E016,Waste Conveyor Belt Unit,2,2,8.1,1000000
Kanpur,E016,Waste Conveyor Belt Unit,2,2,7.8,1000000
Nagpur,E016,Waste Conveyor Belt Unit,2,2,7.4,1000000
Indore,E016,Waste Conveyor Belt Unit,2,2,7.2,1000000
Patna,E016,Waste Conveyor Belt Unit,2,2,7.1,1000000
Coimbatore,E016,Waste Conveyor Belt Unit,2,2,7.1,1000000
Visakhapatnam,E016,Waste Conveyor Belt Unit,2,2,7.0,1000000
Thane,E016,Waste Conveyor Belt Unit,2,2,6.9,1000000
Ludhiana,E016,Waste Conveyor Belt Unit,1,1,5.8,500000
Faridabad,E016,Waste Conveyor Belt Unit,1,1,5.7,500000
Asansol,E016,Waste Conveyor Belt Unit,1,1,5.2,500000
Howrah,E016,Waste Conveyor Belt Unit,1,1,5.1,500000
Nashik,E016,Waste Conveyor Belt Unit,1,1,4.7,500000
Agra,E016,Waste Conveyor Belt Unit,1,1,4.7,500000
Madurai,E016,Waste Conveyor Belt Unit,1,1,4.5,500000
Varanasi,E016,Waste Conveyor Belt Unit,1,1,4.4,500000
Jabalpur,E016,Waste Conveyor Belt Unit,1,1,4.3,500000
Aurangabad,E016,Waste Conveyor Belt Unit,1,1,4.3,500000
Srinagar,E016,Waste Conveyor Belt Unit,1,1,4.25,500000
Amritsar,E016,Waste Conveyor Belt Unit,1,1,4.2,500000
Ranchi,E016,Waste Conveyor Belt Unit,1,1,4.2,500000
Raipur,E016,Waste Conveyor Belt Unit,1,1,4.15,500000
Bhubaneswar,E016,Waste Conveyor Belt Unit,1,1,4.1,500000
Jodhpur,E016,Waste Conveyor Belt Unit,1,1,4.1,500000
Mysuru,E016,Waste Conveyor Belt Unit,1,1,4.1,500000
Vijayawada,E016,Waste Conveyor Belt Unit,1,1,4.1,500000
Gwalior,E016,Waste Conveyor Belt Unit,1,1,4.05,500000
Kochi,E016,Waste Conveyor Belt Unit,1,1,3.98,500000
Guwahati,E016,Waste Conveyor Belt Unit,1,1,3.95,500000
Hubli,E016,Waste Conveyor Belt Unit,1,1,3.95,500000
Dehradun,E016,Waste Conveyor Belt Unit,1,1,3.85,500000
Siliguri,E016,Waste Conveyor Belt Unit,1,1,3.7,500000
Udaipur,E016,Waste Conveyor Belt Unit,1,1,3.6,500000
Durgapur,E016,Waste Conveyor Belt Unit,1,1,3.58,500000
Tirupati,E016,Waste Conveyor Belt Unit,1,1,2.45,500000
Kharagpur,E016,Waste Conveyor Belt Unit,1,1,2.3,500000
Malda,E016,Waste Conveyor Belt Unit,1,1,2.25,500000
Shimla,E016,Waste Conveyor Belt Unit,1,1,2.25,500000
Haldia,E016,Waste Conveyor Belt Unit,1,1,2.2,500000
Panaji,E016,Waste Conveyor Belt Unit,1,1,2.15,500000
Delhi,E017,Industrial Waste Crusher,10,5,34.0,8000000
Mumbai,E017,Industrial Waste Crusher,6,4,23.5,6400000
Bengaluru,E017,Industrial Waste Crusher,5,3,18.4,4800000
Chennai,E017,Industrial Waste Crusher,5,3,17.1,4800000
Hyderabad,E017,Industrial Waste Crusher,4,3,15.8,4800000
Ahmedabad,E017,Industrial Waste Crusher,4,2,14.6,3200000
Kolkata,E017,Industrial Waste Crusher,5,2,14.5,3200000
Surat,E017,Industrial Waste Crusher,2,2,9.6,3200000
Pune,E017,Industrial Waste Crusher,2,1,8.9,1600000
Lucknow,E017,Industrial Waste Crusher,1,1,7.3,1600000
Jaipur,E017,Industrial Waste Crusher,1,1,7.1,1600000
Kanpur,E017,Industrial Waste Crusher,1,1,6.8,1600000
Nagpur,E017,Industrial Waste Crusher,1,1,6.4,1600000
Indore,E017,Industrial Waste Crusher,1,1,6.2,1600000
Patna,E017,Industrial Waste Crusher,1,1,6.1,1600000
Coimbatore,E017,Industrial Waste Crusher,1,1,6.1,1600000
Visakhapatnam,E017,Industrial Waste Crusher,1,1,6.0,1600000
Thane,E017,Industrial Waste Crusher,1,1,5.9,1600000
Ludhiana,E017,Industrial Waste Crusher,1,1,5.8,1600000
Faridabad,E017,Industrial Waste Crusher,1,1,5.7,1600000
Asansol,E017,Industrial Waste Crusher,1,1,5.2,1600000
Howrah,E017,Industrial Waste Crusher,1,1,5.1,1600000
Nashik,E017,Industrial Waste Crusher,1,1,4.7,1600000
Agra,E017,Industrial Waste Crusher,1,1,4.7,1600000
Madurai,E017,Industrial Waste Crusher,1,1,4.5,1600000
Varanasi,E017,Industrial Waste Crusher,1,1,4.4,1600000
Jabalpur,E017,Industrial Waste Crusher,1,1,4.3,1600000
Aurangabad,E017,Industrial Waste Crusher,1,1,4.3,1600000
Srinagar,E017,Industrial Waste Crusher,1,1,4.25,1600000
Amritsar,E017,Industrial Waste Crusher,1,1,4.2,1600000
Ranchi,E017,Industrial Waste Crusher,1,1,4.2,1600000
Raipur,E017,Industrial Waste Crusher,1,1,4.15,1600000
Bhubaneswar,E017,Industrial Waste Crusher,1,1,4.1,1600000
Jodhpur,E017,Industrial Waste Crusher,1,1,4.1,1600000
Mysuru,E017,Industrial Waste Crusher,1,1,4.1,1600000
Vijayawada,E017,Industrial Waste Crusher,1,1,4.1,1600000
Gwalior,E017,Industrial Waste Crusher,1,1,4.05,1600000
Kochi,E017,Industrial Waste Crusher,1,1,3.98,1600000
Guwahati,E017,Industrial Waste Crusher,1,1,3.95,1600000
Hubli,E017,Industrial Waste Crusher,1,1,3.95,1600000
Dehradun,E017,Industrial Waste Crusher,1,1,3.85,1600000
Siliguri,E017,Industrial Waste Crusher,1,1,3.7,1600000
Udaipur,E017,Industrial Waste Crusher,1,1,3.6,1600000
Durgapur,E017,Industrial Waste Crusher,1,1,3.58,1600000
Tirupati,E017,Industrial Waste Crusher,1,0,2.45,0
Kharagpur,E017,Industrial Waste Crusher,1,0,2.3,0
Malda,E017,Industrial Waste Crusher,1,0,2.25,0
Shimla,E017,Industrial Waste Crusher,1,0,2.25,0
Haldia,E017,Industrial Waste Crusher,1,0,2.2,0
Panaji,E017,Industrial Waste Crusher,1,0,2.15,0
Delhi,E018,Dumpster Container,17,17,41.0,850000
Mumbai,E018,Dumpster Container,11,11,28.5,550000
Bengaluru,E018,Dumpster Container,8,8,21.4,400000
